Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Intl_Plan,Vmail_Plan,State,Area_Code,Phone,Churn
106,0,119.2,228.4,197.9,8.4,2,no,no,TN,415,367-2436,no
88,0,144.3,156.4,214.7,7.8,3,no,no,NJ,510,344-6258,no
106,0,235.2,220.6,236.3,11.8,1,no,no,VA,415,353-8928,no
95,0,174,281.1,197.2,9.7,0,no,no,TN,510,365-7784,no
57,0,115,122.3,245,6.4,0,yes,no,NJ,510,330-2635,yes
184,0,151.7,178.5,229.1,13.1,2,no,no,WA,408,344-3131,no
109,0,153.1,234.1,329.2,9.9,3,no,no,AR,510,378-4294,no
127,0,218.6,149.9,204.6,9.2,2,no,no,WI,415,343-9365,no
82,0,265.2,178.7,174.7,10.7,2,no,no,WA,510,362-5579,no
180,0,143.3,180.5,184.2,10.1,1,no,no,RI,415,366-7616,no
174,0,190.3,252.7,220.6,7.2,2,no,no,ME,415,397-2870,no
92,0,184.7,262,239.5,12.3,2,no,no,CO,415,408-3262,yes
81,0,115.3,224.7,152.5,18,1,no,no,CO,408,372-9091,no
125,0,113,169.2,156.6,9.2,2,no,no,RI,408,410-3159,yes
119,0,294.2,232.5,195,9,0,no,no,CT,408,344-5181,yes
122,0,215.6,167.8,207,6.4,3,no,no,NC,415,396-8662,no
34,0,128.8,208.7,202.1,14,1,no,no,WY,408,339-6446,no
138,28,211.2,312.5,178,10.7,3,yes,yes,OR,415,384-7236,yes
90,24,71.2,181.6,186.9,12.9,1,no,yes,FL,415,353-5257,no
73,0,94.9,253.2,175.1,14.2,2,no,no,KY,408,369-7295,no
19,0,259.4,269.7,175.3,9.5,1,no,no,SC,510,408-5322,yes
120,28,215.8,285.2,192.1,6.9,1,no,yes,WA,408,344-9620,no
160,0,97.5,268.1,255.3,13.2,3,no,no,MT,415,329-8436,no
141,0,146.5,169.9,238.8,8.2,0,no,no,PA,510,414-6739,no
90,0,157.9,234,210,12.2,2,no,no,MA,408,406-1730,no
72,0,139.9,223.6,240.8,12.7,2,no,no,VT,415,336-9327,no
117,21,153.2,263.3,135,11.9,1,no,yes,MN,408,378-7418,no
79,0,103.5,319.3,239.9,8.4,2,yes,no,IL,408,412-6019,no
87,0,185.8,192.3,200,6.6,1,no,no,AR,408,390-4789,no
102,0,129.5,354.2,145.5,10.9,1,no,no,MD,415,386-9774,no
49,0,236.6,220.9,146.8,8.9,1,no,no,MT,408,353-8970,no
67,0,260.4,208.2,207.9,10,6,no,no,VT,408,410-5370,no
107,0,167.3,163.9,185.9,6.7,2,no,no,CO,415,404-4421,no
190,0,182.2,212.3,233,9.3,2,no,no,NC,408,409-3353,no
118,0,113,150.1,204.3,10.8,2,no,no,WA,510,422-2571,no
120,0,185.7,235.1,256.4,16.9,0,no,no,TN,415,412-3404,no
94,0,136.2,165.1,137.9,9.6,0,no,no,AR,408,333-2964,no
115,29,222.6,190.3,201.2,11.5,1,no,yes,DC,510,406-6669,no
61,0,197.3,264.5,210.5,9,1,no,no,MN,415,409-8802,no
143,33,141.4,186.4,210,7.7,1,no,yes,IA,510,354-6183,no
110,0,208,95.1,178.5,8,1,no,no,KS,510,354-2434,no
104,0,118.5,177.8,255.7,12.1,1,no,no,ND,415,389-7620,no
16,0,153.2,229.7,148.2,10.7,1,no,no,MT,510,338-1724,no
183,0,108.3,183.6,176.6,13.5,0,no,no,IL,510,399-1750,no
147,0,168.6,187.7,216.5,14.4,2,no,no,DC,408,354-8914,no
58,0,247.2,303.7,105.4,9.3,2,no,no,KY,415,409-2983,yes
102,0,224.2,243.3,147.8,12,3,yes,no,MS,510,329-9689,no
123,0,166.9,221.8,243.9,12.8,3,no,no,TN,415,337-8950,no
64,43,118.4,144.1,158.1,8.5,1,no,yes,IA,415,374-1836,no
103,0,190.9,226.6,230.1,7.8,2,no,no,AK,510,359-9454,no
152,0,317.8,152.9,123.4,10.4,1,no,no,MN,415,378-9542,yes
124,0,312,180,168.6,12.8,1,no,no,WV,415,344-1970,yes
97,0,146,203,151.8,13.3,1,no,no,OR,415,417-2774,no
131,0,131.6,179.3,251.2,15.5,1,no,no,MS,415,333-9002,yes
57,33,193.4,231.6,226.2,11.1,2,no,yes,ME,415,369-8576,no
157,0,185.1,213,196.1,8.5,2,no,no,MN,510,372-6920,no
194,0,193.3,169,225.2,11.8,0,no,no,GA,510,333-6575,no
66,0,146.4,196.5,230.1,7.8,1,no,no,DC,415,410-1190,no
155,0,71.2,304.4,183.3,8.6,0,no,no,GA,510,376-1641,no
123,0,123.2,190,170.3,12.9,4,no,no,NY,415,329-6731,yes
116,0,205,140.9,272.6,7.5,2,no,no,OK,510,393-3976,no
63,0,128.7,240.8,237.7,12.8,1,no,no,OK,415,388-7355,no
64,0,216.9,211,179.8,11.4,3,no,no,GA,510,412-7791,no
96,0,150,218.5,212.4,9.8,3,no,no,NJ,510,368-6111,no
53,0,164.1,206,194.7,11.4,1,no,no,MN,415,401-9420,no
105,0,212,226.6,193.6,8.9,3,no,no,ME,510,352-5750,no
53,37,167.3,194.7,236.7,12,2,no,yes,MI,510,417-3702,no
101,0,154.4,217.2,185.4,13.9,1,no,no,MT,415,353-5714,no
129,30,177.3,211.8,240.2,9.3,3,no,yes,NE,510,409-9494,no
122,0,231.2,267.8,240.3,8.8,1,no,no,ND,408,395-1901,yes
163,0,202.9,178.6,203.8,12.8,5,no,no,VA,415,378-8342,no
93,0,149.6,200.7,181.2,14.3,0,no,no,VT,408,417-6044,no
115,0,345.3,203.4,217.5,11.8,1,yes,no,OH,510,348-1163,yes
25,0,264.9,281.2,166.1,8.4,1,no,no,AL,408,337-4600,yes
73,0,122,138.3,224.2,5.8,1,no,no,DC,408,355-5922,no
120,0,177.2,270.4,231.5,14,2,no,no,ND,415,369-5810,no
196,0,133.1,206.5,221.6,10.3,1,no,no,TN,415,340-8291,no
97,0,225.1,279.5,233.8,8.8,0,no,no,DE,510,354-7397,yes
148,0,208.4,174.4,310.7,11.2,1,no,no,NY,408,407-7464,no
85,30,173.1,247.2,158.7,11.5,1,no,yes,AL,408,386-6411,no
86,0,162.4,167,128.9,11.4,2,yes,no,OK,510,397-3746,yes
78,13,281.2,178.2,244.2,6.4,2,no,yes,MS,415,410-5236,no
106,0,208.3,169.4,102,15.9,3,no,no,MD,415,409-2412,no
147,38,243.4,273.8,282.9,14.1,2,no,yes,NE,415,400-7280,no
145,0,224.2,314.9,182.9,16.1,1,no,no,AR,415,332-5820,yes
91,0,189.3,239.3,89.7,9.9,3,no,no,IL,415,373-4483,no
81,46,168.3,270.9,222.5,6.7,4,no,yes,IN,408,347-6717,no
116,24,232.9,152.1,344.3,10.7,1,no,yes,UT,415,380-2929,no
69,37,155,142.4,143.7,5.9,1,no,yes,LA,415,420-7692,no
135,0,154.4,203.8,158.7,11.8,0,no,no,ID,510,380-6437,no
73,0,234.7,195.7,253.4,8.4,2,no,no,KY,510,377-8309,no
48,0,240,141,128.9,7.1,1,no,no,MI,415,407-2718,no
125,0,298.4,270.5,107.3,12.2,0,yes,no,NH,415,357-1938,yes
100,0,166,236.1,134.3,10.9,1,no,no,WV,415,381-3735,no
165,33,111.6,213.3,267.6,16,0,no,yes,OR,415,409-8453,no
64,0,174.5,180.2,179,10.7,2,no,no,SD,415,395-6758,no
116,27,175.5,210.6,294.8,6.9,1,yes,yes,MD,510,399-5424,no
147,35,157.5,189.6,227,11.1,3,yes,yes,ND,408,409-4671,yes
115,0,206.2,176.4,297.1,11,1,no,no,TN,415,374-6525,no
84,35,207.5,201,164.5,7.5,4,no,yes,MO,415,406-8665,no
86,16,144.8,206.2,255.4,11.6,4,no,yes,IL,510,342-7716,no
134,0,258.8,129.5,193.6,10.9,2,no,no,UT,415,417-2221,no
105,0,226.9,182.2,203.9,11.6,0,no,no,MI,415,376-5213,yes
88,0,152.9,171.2,257,12,2,no,no,AR,408,348-7448,no
90,27,156.7,236.5,123.2,12.6,2,no,yes,TX,408,328-8179,no
86,0,150.8,295.9,247.2,12.5,1,no,no,AK,408,389-4602,no
37,0,221,204.5,118,6.8,4,no,no,TN,415,413-2238,no
141,32,322.4,283.2,209.5,6.7,1,no,yes,NH,415,402-3370,yes
148,0,153.6,262.1,225.5,9.8,2,no,no,NM,408,348-6008,no
163,22,215.1,138.9,146.2,12.4,2,no,yes,MN,408,371-5655,no
89,35,174.4,196.7,127.4,11.8,1,no,yes,IA,415,374-5224,no
63,0,180.5,230,232.5,10.6,0,no,no,RI,415,371-1187,no
102,0,123.1,182,244.6,12.6,2,no,no,AL,415,337-1100,no
76,0,165.7,257.4,170.8,10,1,no,no,NC,510,421-8141,no
104,0,200.2,118.7,236.6,6,2,no,no,SD,408,406-2678,no
109,0,154.8,287.7,208.4,5.9,3,no,no,MT,510,415-9649,no
105,0,125.4,261.5,241.6,11.4,2,no,no,HI,510,364-8128,no
63,33,184.2,312.6,264,12.2,1,no,yes,MT,415,356-7817,no
105,24,274.7,193.5,299.6,10.8,3,no,yes,KY,415,404-6357,no
68,39,142,241.6,302,11.3,1,yes,yes,DC,415,398-2138,no
63,21,151.5,147.8,210.4,10,1,yes,yes,CO,408,378-8029,no
74,0,124.8,133,160.3,10.6,3,no,no,MI,415,386-4215,no
76,0,179.2,222.9,188.2,12.4,0,no,no,AL,415,367-8156,no
91,0,246.4,182,157.6,12.1,2,yes,no,KS,408,382-8079,yes
101,0,232.7,186.4,153.3,11.5,5,no,no,NC,415,354-2985,no
116,0,288,255.8,233.4,13.4,0,no,no,SC,408,373-6922,yes
131,23,170.8,236.7,294.5,12.7,1,no,yes,CO,415,397-7125,no
84,0,216.1,197.5,217.8,9.8,1,no,no,MN,415,333-6296,no
104,0,138.7,215.4,164.3,4.9,2,no,no,WY,415,365-6022,no
108,0,210.7,238.7,253.6,9.2,3,no,no,FL,510,365-1688,no
111,0,181.8,158.1,266.2,9.7,0,no,no,NY,415,382-4872,no
155,30,61.6,255.1,225.9,12.4,1,no,yes,OK,408,367-6136,no
66,0,207.7,196.7,261.7,6.8,1,no,no,ME,510,404-3592,no
64,0,219.2,167,161.4,10,1,no,no,NE,510,415-2949,no
69,0,227,258.7,169.7,8.9,2,no,no,OH,415,375-8880,no
116,0,245.9,240.1,158.7,8.9,3,no,no,CT,415,335-6832,no
101,0,257.3,184.8,108.9,13.5,0,no,no,DC,415,361-8367,no
15,0,121.1,216,235.1,16.1,2,no,no,OK,415,408-2002,no
88,0,301.5,257.7,132.9,13.4,4,no,no,NJ,415,347-8659,yes
197,0,233.9,218.9,182.9,9.5,0,no,no,IA,415,376-2922,no
50,0,99.6,308.7,161.2,13.7,2,yes,no,VA,415,382-2182,yes
172,0,169.8,183.1,395,12.7,2,no,no,VA,510,408-2089,no
188,26,198.8,166.6,198.5,14.4,1,yes,yes,NM,415,369-6890,yes
85,0,116.2,229.7,204.2,10.1,3,yes,no,FL,408,347-2951,no
103,0,255.9,140.9,308.9,12.1,1,yes,no,RI,510,420-6324,yes
136,27,187.7,221,145.7,10,3,no,yes,NJ,408,402-7650,no
155,21,195.9,213.9,88.2,8.6,0,no,yes,NE,408,391-2702,no
145,0,129.4,185.4,204.7,1.1,2,no,no,WV,415,383-3375,no
116,12,221,151,179,9,2,no,yes,WY,510,392-2733,no
152,0,140.5,186.8,227,9.5,2,no,no,SC,408,397-9933,no
65,0,277.9,155.8,256.9,9.2,0,yes,no,MS,415,383-9306,yes
180,0,224.9,250,216.1,6.7,3,no,no,ND,415,369-1929,yes
67,0,109.1,217.4,188.4,12.8,0,no,no,IL,415,369-4377,no
60,0,207.8,123.5,291.6,5.7,0,no,no,OR,415,366-9430,no
138,0,205.9,257.1,209,12.1,0,no,no,UT,510,353-7407,no
44,0,308.6,150.8,198.7,7.3,4,no,no,IA,415,359-7426,yes
25,0,242.6,209,219.7,14.4,2,no,no,ME,510,332-7391,no
145,0,229.6,138.1,250.8,3.3,1,no,no,WY,408,405-6559,no
122,28,166,233.9,170.1,7.7,2,no,yes,WI,510,338-8784,no
121,0,144.8,200.6,208.8,13.3,0,no,no,SC,415,415-6347,yes
55,0,106.1,123.5,96.4,12.9,0,yes,no,DC,510,354-5058,no
77,0,221.8,166,210.2,13.2,1,no,no,CT,415,342-5701,no
12,0,204.6,212.5,182.1,9.8,2,no,no,OR,415,378-4179,no
64,0,213.5,166.6,122,14.1,3,no,no,OR,510,407-6391,no
92,44,152,274.9,162.4,10,2,no,yes,NV,415,404-3105,no
125,29,260.8,163.7,271.7,17,1,yes,yes,MN,415,390-9735,yes
160,0,166.4,317,160.4,10,1,no,no,OK,408,350-4820,no
79,0,177.9,167.3,223.7,15.2,0,no,no,KS,415,383-8807,no
36,0,235.1,196.8,259.7,7,3,no,no,RI,415,366-8382,no
102,0,186.8,173.7,250.9,9.7,2,no,no,DC,415,402-9704,no
138,0,268.4,174.4,193.5,11.6,1,yes,no,IL,408,405-2209,no
164,0,192.1,249.8,132.6,7.3,3,no,no,UT,510,397-3939,no
125,0,240.7,269.4,187.1,10.1,0,no,no,MN,415,343-2689,yes
72,0,179.9,149.8,168.2,9.8,2,no,no,WI,408,383-9448,no
74,0,314.1,222.4,259,12.3,3,no,no,MI,415,359-6232,yes
134,41,162,324.7,160.1,11.9,0,no,yes,MI,415,369-9772,no
145,0,175.8,274.3,226.6,12.4,1,no,no,MA,415,381-7003,no
136,0,109.4,207.5,135,11.6,0,no,no,AL,510,352-6732,no
209,0,255.1,230.6,218,8.5,3,no,no,SC,510,388-7540,yes
66,0,208.7,173.3,264.7,8.3,3,yes,no,WI,415,356-3333,no
152,20,214.6,96.6,170.7,7.9,1,no,yes,VT,510,333-9664,no
162,0,49.2,143.9,203,12.1,1,no,no,CT,408,363-3763,no
72,0,141.3,134.9,227.5,11.2,2,no,no,OR,510,345-7900,no
101,0,253.2,237.9,154.3,9.7,4,no,no,HI,415,400-5511,no
125,0,206,198.1,135.9,13.2,0,no,no,WV,415,381-7597,no
46,0,40.4,172.4,145.1,9,2,no,no,RI,408,404-9775,no
132,0,291.2,234.2,191.7,8.9,1,no,no,MI,408,389-4608,yes
193,31,71.2,124.7,155.5,11.7,0,no,yes,ME,415,403-1742,no
63,0,261.8,245,202.1,14.7,0,no,no,WV,510,328-9797,yes
124,0,191.3,261.5,182.3,10,1,no,no,NE,510,359-9223,no
144,0,133.3,255.5,228.6,11.6,0,no,no,DC,415,336-7696,no
116,24,183.6,203.8,166.9,6,2,no,yes,NH,408,369-2214,no
189,30,155.2,195.5,170.1,15.4,1,no,yes,MD,415,411-1325,no
97,28,283.1,185.4,312.8,6.1,1,no,yes,NH,408,410-7553,no
137,50,186.5,178,215.6,12.1,2,no,yes,WV,510,376-4284,no
142,38,163.3,136,249.1,4.3,0,no,yes,IL,415,334-2800,no
84,0,203.4,182.9,213.7,13.8,1,no,no,OK,510,369-1904,no
119,19,178.1,212.8,226.3,10,1,no,yes,NH,415,359-3833,no
158,0,195.9,89.1,302.2,10.3,1,no,no,MI,415,348-5569,no
50,0,295.3,127.4,166.8,9.6,1,no,no,ND,415,342-1960,no
98,0,136.1,156.3,158.8,10.1,2,no,no,LA,408,352-9050,no
101,24,114.1,161.5,176.3,13,2,no,yes,HI,415,390-5316,no
182,0,279.1,180.5,217.5,9.5,2,no,no,NJ,415,418-8568,yes
51,0,169.3,139.5,197,12,0,no,no,WV,408,401-4844,no
117,0,214.4,138,148.7,9.9,2,no,no,NC,510,376-5471,no
92,0,255.8,142.7,181.2,11.7,0,yes,no,PA,415,409-2917,no
86,0,148.2,285.1,166.4,6.2,2,no,no,MI,408,369-6308,no
122,0,119.3,223.9,211.9,8.7,2,no,no,WY,415,357-7385,no
156,27,192.3,199.9,244.2,14.8,1,no,yes,NJ,408,405-7119,no
127,0,245.2,217.2,243.1,13.9,0,no,no,NJ,510,405-3309,yes
130,0,216.2,363.7,126.7,16.9,5,yes,no,NC,408,384-4938,yes
158,0,172.4,256.6,235.3,0,2,no,no,NM,408,377-2725,no
145,30,175.3,153.3,233.6,11.1,1,yes,yes,MS,510,405-6398,no
90,26,169,188.8,213.3,13.3,0,yes,yes,TX,415,355-9366,yes
127,27,2.6,254,242.7,9.2,3,no,yes,OK,510,403-1128,no
109,0,184.1,211.7,243,9.9,1,no,no,ID,415,384-9682,no
88,0,181.9,151.5,143,7.5,1,no,no,AL,415,352-5393,no
101,9,160.1,210,139.1,10.8,0,no,yes,WY,510,395-1229,no
171,0,189.8,173.7,257.1,10.3,0,no,no,HI,510,361-9195,no
21,0,223.2,216.5,214.7,12.4,1,no,no,VA,415,351-6366,no
145,31,216,225.1,234.7,10.7,2,no,yes,WV,408,346-4919,no
90,0,198.5,266.6,243.3,8,2,no,no,DE,415,354-9068,no
33,0,159.5,195.4,102.4,7.1,1,no,no,CA,408,369-2743,no
61,40,105,180.6,174.1,10.2,2,no,yes,PA,408,343-1347,yes
107,0,204.5,162.4,155,13.4,3,no,no,CO,415,336-5495,no
147,0,274,231.8,283.6,6.2,0,no,no,MD,408,376-4292,yes
117,0,158.7,181.7,177.3,7.7,2,no,no,AL,510,391-8677,no
95,0,229.9,202.4,171.4,14.2,1,no,no,AL,415,350-7273,no
186,0,137.8,187.7,146.4,8.7,1,no,no,KS,510,400-6454,no
128,0,179.4,270.4,191,7.9,0,no,no,MI,415,422-3052,no
55,39,139.3,178.3,246.5,8.1,3,no,yes,AK,408,365-6756,no
134,0,7.8,171.4,186.5,12.9,2,no,no,OH,415,406-4158,no
96,23,183.1,147.4,350.2,11.3,1,no,yes,IN,415,383-4641,no
107,0,206.9,262.4,149.3,10.7,0,no,no,SC,415,368-5165,no
123,0,140,153.7,50.1,12.5,2,no,no,KS,415,378-2432,no
35,0,179.2,283.3,285.4,5.8,2,no,no,OK,415,362-4159,no
74,0,177.4,240.3,237.3,12,0,no,no,WI,408,363-7979,no
130,0,115.6,167.8,141.8,12.6,1,no,no,IN,408,334-9818,no
137,0,237.3,176.7,263.4,14.2,0,yes,no,IL,408,352-5787,yes
88,0,181.5,187,220.3,10.5,1,no,no,TN,415,332-3617,no
80,0,51.5,164,169.4,9.5,3,no,no,DC,408,327-9957,no
116,19,155.7,185.4,192.7,8.2,3,no,yes,NC,408,338-7527,no
123,23,245,265,239.7,14.9,2,no,yes,RI,510,348-8711,no
120,0,131.7,163.1,201.1,10.7,1,no,no,MS,415,421-3226,no
146,0,111.1,313.4,215.7,10.5,1,yes,no,VA,415,391-4358,no
106,9,88.5,324.8,79.9,8.2,3,no,yes,KY,510,379-2523,no
121,44,116,150.1,246.8,12,1,no,yes,NV,408,419-2369,no
137,0,155.5,133.1,253.1,9.1,1,no,no,WI,510,382-1227,no
84,30,106.5,225.7,188.6,5.7,2,no,yes,NH,408,409-5749,no
67,31,175.2,199.2,219.8,13.2,1,no,yes,NE,510,362-7951,no
161,0,154.7,177.8,172.9,5.9,4,no,no,WI,408,415-3537,yes
134,34,247.2,225.5,186.3,6.1,2,no,yes,NJ,510,373-3959,yes
62,32,218.4,236.7,192.2,13.2,0,yes,yes,ME,415,358-1346,yes
120,24,227.5,234.9,166.4,9,1,no,yes,WY,415,381-8422,no
130,30,185,249.5,157.8,7.4,0,no,yes,IN,408,360-9005,no
20,0,186.8,253.4,273.1,12.3,2,no,no,WI,408,344-5967,no
68,0,158.8,211.8,198.1,10.3,1,no,no,VT,415,396-6390,no
112,0,208.7,212.8,178.1,8.5,0,no,no,CA,415,346-5036,no
77,0,185.9,212,282.3,11.3,3,no,no,IN,408,328-7252,no
109,0,222.5,169.7,264.3,9,2,no,no,SC,415,360-1745,no
108,0,201.1,170.7,237.4,11.6,3,no,no,IN,415,358-2046,no
79,17,167.9,243.7,211.9,9.1,1,no,yes,IA,415,344-6935,no
119,0,239.1,243.5,230.9,10.9,3,no,no,MD,408,401-9665,yes
38,0,175.7,211.8,137.9,9.2,5,no,no,MN,510,399-5291,yes
109,29,111.2,263.5,224.7,9,6,no,yes,AR,415,409-6588,yes
78,0,87.7,214.8,201.3,10.8,1,no,no,MS,415,358-5721,no
134,0,244.1,246.9,200,7.2,0,no,no,MN,415,414-7446,no
47,27,165,127.3,284.4,7.7,2,no,yes,WA,415,329-9517,no
59,27,127.4,103.3,164.2,9.1,0,no,yes,MS,408,415-9553,no
151,0,194.8,292.7,224.6,5.5,0,no,no,ID,415,413-3177,no
129,0,54.7,256.1,176.6,11.1,1,no,no,NC,415,347-5113,no
107,27,283.4,224.1,241.3,14.4,2,no,yes,VA,510,330-2662,no
137,0,258,246.5,173.2,10.9,0,yes,no,MT,408,330-5824,yes
76,0,90.5,211.7,194.9,9.3,1,no,no,MI,510,411-1261,no
24,0,235.6,115.9,185.4,16.2,0,no,no,HI,415,329-8788,no
169,0,142.5,231.4,131.2,10,2,no,no,NC,408,333-7869,no
30,0,54,179.3,247.2,10.2,1,no,no,MN,408,399-4800,no
70,0,214.8,131,216.9,9.4,3,no,no,WV,415,402-2072,no
52,0,251.4,196.6,192,11,0,yes,no,SD,510,403-6187,yes
3,0,139,250.7,286.2,6.1,4,no,no,HI,408,355-2872,no
38,0,117.3,208.7,203.4,14.4,2,no,no,MS,415,386-2970,no
104,0,264,132.2,177.7,10.6,3,no,no,NY,415,389-6081,no
27,0,82.6,204,224.2,9.1,1,no,no,LA,408,348-7556,no
166,28,175.8,253.6,128.5,11.4,1,yes,yes,KS,415,334-9163,no
13,0,220.4,211.2,259.3,13.6,2,no,no,MA,408,411-4293,no
52,0,217,152.3,134.3,11.8,2,no,no,AK,408,375-5562,no
114,25,129,290,177.1,11.6,1,no,yes,SD,415,386-3823,no
156,0,150.5,152.9,215.9,3.5,1,no,no,CO,408,364-6445,no
90,42,193.3,263.3,214.4,11.1,0,no,yes,NH,415,383-2251,no
62,0,189.5,103.8,180.6,10.8,2,no,no,WV,415,351-3169,no
82,33,137.8,235.5,268.1,11,2,no,yes,AZ,415,413-6380,no
52,0,129.3,142.7,258.3,12.3,3,no,no,ME,510,380-9674,no
146,0,115.6,213.6,218.4,10.7,1,no,no,NH,510,345-2319,no
120,23,221.9,254.7,250.5,7.2,2,no,yes,RI,415,377-5441,no
130,0,263.7,186.5,195.3,18.3,1,no,no,ID,415,358-3692,yes
90,0,61.3,194.4,143.1,11.4,1,no,no,WI,408,400-5831,no
147,0,183.8,164.7,111,10.1,1,yes,no,NM,408,357-5995,no
159,0,167.4,143.8,140.1,10.3,0,no,no,WY,415,391-2159,yes
74,27,154.1,195.3,276.7,13.2,4,no,yes,IL,510,398-5954,no
130,0,252,170.2,209.2,5.7,0,no,no,TX,408,385-6175,no
155,0,163.1,291.7,96.4,11.2,0,yes,no,RI,408,334-2961,no
87,0,198.3,187,133.5,16.6,2,no,no,MI,415,405-4303,no
81,0,324.7,236.4,187.6,13.1,0,no,no,OR,415,406-4100,yes
99,0,128.3,215.3,143.7,14.3,2,no,no,VA,510,352-4401,no
131,0,187.9,200.5,202.6,10.2,2,no,no,SD,510,347-1473,no
89,0,129.2,214.1,214.9,10.3,5,no,no,AL,510,347-2016,yes
123,0,125.5,128.9,251.9,6.3,4,yes,no,MS,415,388-8948,yes
130,26,257.2,224.3,204,12.6,1,no,yes,MS,510,402-5509,no
99,0,124.6,146.4,169.4,10.5,1,no,no,HI,415,367-2598,no
36,0,175.1,216.9,243.7,9.9,1,no,no,WV,408,370-5001,no
87,0,124.3,173.4,256.3,7.5,3,no,no,WV,415,332-3693,no
139,0,271.6,156,136.3,11.6,2,no,no,WV,415,403-9766,no
189,0,219.9,143.3,130.6,11.7,1,no,no,IN,510,363-2407,no
96,33,183.3,201.4,177.4,10.4,3,no,yes,NM,415,395-9214,no
112,0,101.1,214.4,179.5,10.3,2,no,no,DE,408,351-8894,no
75,0,203.3,228.9,222.2,14.3,1,no,no,NC,408,406-5003,no
178,35,175.4,190,138.7,10.5,2,no,yes,NM,415,398-1332,no
112,0,266,214.6,306.2,14.2,2,no,no,SC,415,363-8033,yes
108,41,171.6,136.1,183.4,10.8,0,no,yes,NJ,415,333-1012,no
100,0,78.7,225.6,150.4,14,0,no,no,AZ,510,391-6260,no
121,20,211.9,215.1,238.5,9.4,0,no,yes,RI,510,336-1353,no
116,0,63.7,195.8,210.1,10,1,no,no,SD,415,365-5629,no
161,0,173.4,213.7,141.5,11.5,1,no,no,NH,415,349-4397,no
19,0,237.7,207.1,182.2,4.5,0,yes,no,AL,415,380-3910,no
104,0,225.9,162.8,272.1,10.1,1,no,no,WV,415,354-7820,no
119,32,173,209.4,231.1,12.2,0,yes,yes,ID,415,338-9952,no
125,0,224.9,143.8,198.9,8,0,no,no,MD,415,405-1821,no
156,0,237.7,181.5,185.7,7.7,1,no,no,IN,510,329-8669,no
109,0,137,217,182.1,10,2,no,no,WY,415,328-8808,no
95,0,142.5,176.1,189.6,8.2,2,no,no,NH,510,409-3018,no
90,0,142.4,126.2,274.2,4.6,1,no,no,MN,408,421-5994,no
105,21,147,197.3,267.4,8.7,2,no,yes,MA,415,354-4448,no
101,0,220.3,188.6,278.4,10.6,1,no,no,NH,510,352-5081,no
95,0,149.2,260.7,201,8.1,1,no,no,MN,415,401-7803,no
123,0,204.4,137.5,226,10,0,no,no,IA,415,420-6052,no
160,0,216.8,207.3,228.6,5.6,1,no,no,NY,408,352-6084,no
141,28,308,247.8,152.9,7.4,1,no,yes,AL,510,388-8583,no
87,0,58,67.5,185.9,11.5,0,no,no,WV,415,415-3158,no
81,0,173.2,236.2,240.2,11.8,2,no,no,NM,415,402-9304,no
75,19,210.3,241.8,215.7,13.1,4,no,yes,CA,415,341-1916,no
126,24,58.9,305.5,158.9,12.1,0,no,yes,MA,408,381-2745,no
28,0,236.8,167.1,280.2,9.7,3,no,no,ME,415,402-5014,no
153,0,228.9,160.7,203.1,12.5,0,no,no,FL,415,399-8846,no
97,32,90,276.3,185.2,8.6,2,no,yes,NH,408,328-9267,yes
115,0,146.7,106.2,197.7,11.1,2,no,no,IN,408,348-7224,no
95,0,237.3,154,237,11.2,1,no,no,WI,408,336-2190,no
17,0,162.8,229.6,332.7,13.6,0,yes,no,MA,415,376-4705,yes
105,20,186.9,256.3,334.7,8.9,1,no,yes,NH,415,381-4076,no
121,0,86.1,259.8,148,9.1,2,no,no,TX,415,348-8464,no
125,0,212.3,215.4,186.8,11.3,2,no,no,NC,408,412-7020,no
124,0,151,120.6,152.8,9.2,2,no,no,CT,415,386-8432,no
35,0,158.6,130.4,229.8,6.9,2,no,no,NJ,408,337-1802,no
134,0,296,226.4,246.8,12.3,0,no,no,WY,510,366-1084,yes
123,32,212.3,251.5,208.7,6.6,3,no,yes,LA,510,352-4182,no
124,0,234.4,179.3,285.5,10.4,3,no,no,NV,415,368-5628,no
133,0,176.8,187.5,196.8,6.5,2,no,no,WV,510,333-8996,no
185,19,157.3,257.7,190.4,9.6,0,no,yes,AR,415,353-2557,no
1,26,146.6,172.8,173.8,10,1,no,yes,SC,415,356-8621,no
107,0,260.5,102.4,129.7,9.8,1,no,no,KS,415,354-6942,no
91,20,146.1,277.4,137.7,6.2,1,no,yes,NY,415,377-9829,no
178,0,124.5,141.2,268.2,11.4,2,yes,no,MI,408,348-4660,yes
123,0,209.4,237.4,239.2,9.8,1,no,no,MA,415,410-5199,no
170,0,285.7,167.5,260,8.7,1,no,no,UT,415,397-6542,yes
135,0,190.9,161.4,231.9,8.4,1,no,no,HI,415,333-4492,no
85,0,144.4,264.6,185.4,9.9,1,no,no,PA,408,405-9573,no
134,50,208.8,132.9,136.7,11.1,2,no,yes,OR,415,359-7255,no
148,36,77.6,207,255.7,10.9,1,no,yes,TN,415,419-5501,no
93,0,271.1,237.4,145.4,8.4,1,no,no,CT,415,404-4809,yes
138,0,240.8,144.5,125.7,11.6,0,no,no,AZ,415,344-6334,no
